1.4822,1.464,1.4477,1.4332,1.4203,1.409,1.3992,1.3908,1.3838,1.378,1.3733,1.3698,1.3673,1.3658,1.3651,1.3653,1.3662,1.3678,1.3701,1.3729,1.3762,1.38,1.3841,1.3887,1.3935,1.3985,1.4038,1.4092,1.4147,1.4203,1.4259,1.4315,1.4371,1.4426,1.4479,1.4531,1.4582,1.463,1.4676,1.472,1.4761,1.4798,1.4833,1.4865,1.4893,1.4918,1.4939,1.4956,1.497,1.4979,1.4985,1.4987,1.4985,1.4979,1.497,1.4956,1.4939,1.4919,1.4895,1.4867,1.4837,1.4803,1.4767,1.4728,1.4686,1.4643,1.4597,1.455,1.4502,1.4452,1.4402,1.4352,1.4302,1.4252,1.4203,1.4156,1.411,1.4066,1.4025,1.3988,1.3954,1.3924,1.3899,1.3879,1.3866,1.3859,1.3859,1.3867,1.3884,1.391,1.3946,1.3992,1.405,1.412,1.4203,1.43,1.4411,1.4538,1.4681,1.484
1.5415,1.506,1.474,1.4455,1.4203,1.3982,1.379,1.3625,1.3487,1.3373,1.3283,1.3214,1.3165,1.3134,1.3122,1.3125,1.3143,1.3175,1.3219,1.3274,1.3339,1.3413,1.3495,1.3583,1.3677,1.3777,1.388,1.3986,1.4094,1.4203,1.4313,1.4423,1.4532,1.4639,1.4744,1.4846,1.4945,1.5039,1.513,1.5215,1.5295,1.537,1.5438,1.55,1.5555,1.5603,1.5644,1.5678,1.5705,1.5724,1.5735,1.5739,1.5735,1.5724,1.5705,1.5679,1.5646,1.5605,1.5558,1.5504,1.5444,1.5378,1.5307,1.5231,1.5149,1.5064,1.4975,1.4883,1.4788,1.4691,1.4593,1.4495,1.4396,1.4299,1.4203,1.411,1.402,1.3935,1.3855,1.3781,1.3714,1.3656,1.3607,1.3569,1.3542,1.3529,1.3529,1.3545,1.3578,1.3629,1.3699,1.379,1.3903,1.4041,1.4203,1.4393,1.4611,1.4859,1.5138,1.5452
1.5983,1.5461,1.4992,1.4574,1.4203,1.3878,1.3596,1.3354,1.3151,1.2984,1.2851,1.275,1.2678,1.2634,1.2615,1.262,1.2646,1.2693,1.2757,1.2838,1.2934,1.3042,1.3162,1.3292,1.3431,1.3577,1.3728,1.3884,1.4042,1.4203,1.4365,1.4526,1.4686,1.4843,1.4997,1.5147,1.5292,1.5431,1.5564,1.5689,1.5807,1.5916,1.6017,1.6107,1.6189,1.626,1.632,1.637,1.6409,1.6437,1.6454,1.6459,1.6454,1.6437,1.6409,1.6371,1.6322,1.6262,1.6193,1.6114,1.6026,1.5929,1.5825,1.5712,1.5593,1.5468,1.5337,1.5201,1.5062,1.492,1.4776,1.4631,1.4487,1.4344,1.4203,1.4066,1.3934,1.3809,1.3691,1.3583,1.3485,1.3399,1.3328,1.3271,1.3232,1.3212,1.3213,1.3237,1.3285,1.3359,1.3462,1.3596,1.3763,1.3964,1.4203,1.4481,1.4801,1.5166,1.5577,1.6037
1.6526,1.5845,1.5233,1.4687,1.4203,1.3779,1.3411,1.3096,1.2831,1.2613,1.2439,1.2306,1.2213,1.2155,1.213,1.2137,1.2171,1.2232,1.2316,1.2422,1.2547,1.2688,1.2845,1.3015,1.3196,1.3386,1.3583,1.3786,1.3993,1.4203,1.4414,1.4624,1.4833,1.5038,1.524,1.5435,1.5624,1.5806,1.5979,1.6143,1.6296,1.6439,1.657,1.6688,1.6794,1.6887,1.6966,1.7031,1.7082,1.7118,1.714,1.7147,1.714,1.7118,1.7082,1.7032,1.6968,1.689,1.68,1.6697,1.6582,1.6456,1.6319,1.6172,1.6017,1.5853,1.5682,1.5506,1.5324,1.5139,1.4951,1.4762,1.4574,1.4387,1.4203,1.4024,1.3852,1.3689,1.3535,1.3393,1.3266,1.3154,1.3061,1.2987,1.2936,1.291,1.2911,1.2942,1.3005,1.3102,1.3237,1.3411,1.3629,1.3892,1.4203,1.4566,1.4984,1.5459,1.5996,1.6596
1.7044,1.6211,1.5462,1.4795,1.4203,1.3684,1.3234,1.2849,1.2525,1.2258,1.2046,1.1884,1.1769,1.1698,1.1668,1.1676,1.1719,1.1793,1.1896,1.2025,1.2177,1.2351,1.2542,1.275,1.2971,1.3203,1.3445,1.3693,1.3947,1.4203,1.4461,1.4718,1.4973,1.5224,1.547,1.571,1.5941,1.6163,1.6375,1.6575,1.6763,1.6937,1.7097,1.7242,1.7371,1.7485,1.7581,1.7661,1.7723,1.7767,1.7794,1.7803,1.7794,1.7768,1.7723,1.7662,1.7584,1.7489,1.7379,1.7253,1.7112,1.6958,1.6791,1.6611,1.6421,1.6221,1.6012,1.5796,1.5574,1.5347,1.5118,1.4887,1.4656,1.4428,1.4203,1.3985,1.3774,1.3574,1.3386,1.3213,1.3057,1.292,1.2806,1.2716,1.2654,1.2622,1.2624,1.2661,1.2738,1.2857,1.3021,1.3235,1.3501,1.3822,1.4203,1.4647,1.5158,1.5739,1.6395,1.7129
1.7536,1.6559,1.5681,1.4897,1.4203,1.3594,1.3066,1.2614,1.2234,1.1921,1.1672,1.1482,1.1347,1.1264,1.1229,1.1238,1.1288,1.1375,1.1496,1.1647,1.1826,1.203,1.2255,1.2498,1.2757,1.303,1.3313,1.3605,1.3902,1.4203,1.4506,1.4807,1.5107,1.5401,1.569,1.5971,1.6242,1.6503,1.6751,1.6986,1.7206,1.7411,1.7599,1.7769,1.7921,1.8054,1.8167,1.826,1.8333,1.8385,1.8417,1.8427,1.8417,1.8385,1.8334,1.8262,1.817,1.8059,1.7929,1.7781,1.7616,1.7435,1.7239,1.7029,1.6805,1.6571,1.6326,1.6072,1.5811,1.5546,1.5276,1.5005,1.4735,1.4466,1.4203,1.3947,1.37,1.3465,1.3245,1.3041,1.2858,1.2698,1.2564,1.2459,1.2386,1.2348,1.235,1.2394,1.2484,1.2623,1.2816,1.3067,1.3379,1.3756,1.4203,1.4724,1.5323,1.6006,1.6775,1.7637
1.8003,1.6889,1.5888,1.4994,1.4203,1.3509,1.2907,1.2391,1.1958,1.1601,1.1317,1.11,1.0947,1.0852,1.0812,1.0823,1.0879,1.0979,1.1116,1.1289,1.1493,1.1725,1.1981,1.2259,1.2555,1.2866,1.3189,1.3521,1.386,1.4203,1.4548,1.4892,1.5233,1.5569,1.5899,1.6219,1.6528,1.6825,1.7108,1.7376,1.7627,1.786,1.8074,1.8268,1.8442,1.8593,1.8722,1.8829,1.8912,1.8971,1.9007,1.9019,1.9007,1.8972,1.8913,1.883,1.8726,1.8599,1.8451,1.8283,1.8095,1.7888,1.7664,1.7425,1.717,1.6902,1.6623,1.6334,1.6037,1.5734,1.5427,1.5118,1.4809,1.4503,1.4203,1.3911,1.3629,1.3362,1.311,1.2879,1.267,1.2487,1.2334,1.2214,1.2131,1.2088,1.209,1.214,1.2243,1.2402,1.2622,1.2908,1.3263,1.3693,1.4203,1.4797,1.548,1.6258,1.7136,1.8118
1.8445,1.7201,1.6084,1.5086,1.4203,1.3428,1.2756,1.2181,1.1697,1.1299,1.0981,1.074,1.0568,1.0463,1.0418,1.043,1.0493,1.0604,1.0758,1.095,1.1178,1.1437,1.1723,1.2033,1.2363,1.271,1.3071,1.3442,1.382,1.4203,1.4588,1.4972,1.5353,1.5728,1.6096,1.6453,1.6799,1.713,1.7446,1.7745,1.8025,1.8286,1.8525,1.8741,1.8934,1.9104,1.9248,1.9367,1.9459,1.9526,1.9566,1.9579,1.9566,1.9526,1.946,1.9369,1.9252,1.911,1.8945,1.8757,1.8547,1.8317,1.8067,1.7799,1.7515,1.7216,1.6905,1.6582,1.625,1.5912,1.5569,1.5224,1.4879,1.4538,1.4203,1.3877,1.3563,1.3264,1.2983,1.2725,1.2492,1.2288,1.2117,1.1983,1.189,1.1842,1.1844,1.19,1.2015,1.2192,1.2438,1.2757,1.3154,1.3634,1.4203,1.4866,1.5629,1.6497,1.7476,1.8573
1.8862,1.7496,1.6268,1.5173,1.4203,1.3352,1.2614,1.1982,1.145,1.1013,1.0665,1.0399,1.0211,1.0095,1.0046,1.0059,1.0129,1.025,1.0419,1.0631,1.0881,1.1165,1.148,1.182,1.2182,1.2563,1.2959,1.3367,1.3782,1.4203,1.4626,1.5048,1.5466,1.5878,1.6282,1.6674,1.7053,1.7418,1.7765,1.8093,1.8401,1.8686,1.8949,1.9187,1.9399,1.9585,1.9743,1.9874,1.9976,2.0049,2.0093,2.0107,2.0093,2.0049,1.9977,1.9876,1.9748,1.9592,1.9411,1.9204,1.8974,1.8721,1.8446,1.8152,1.784,1.7512,1.717,1.6815,1.6451,1.6079,1.5703,1.5324,1.4946,1.4571,1.4203,1.3845,1.35,1.3171,1.2863,1.2579,1.2323,1.21,1.1912,1.1765,1.1663,1.1611,1.1613,1.1674,1.18,1.1995,1.2265,1.2615,1.3051,1.3578,1.4203,1.4931,1.5769,1.6722,1.7798,1.9002
1.9253,1.7772,1.6442,1.5254,1.4203,1.3281,1.248,1.1795,1.1219,1.0745,1.0368,1.008,0.98759,0.97503,0.96971,0.97109,0.97863,0.99181,1.0101,1.0331,1.0602,1.091,1.1251,1.162,1.2013,1.2426,1.2855,1.3297,1.3747,1.4203,1.4661,1.5119,1.5572,1.6019,1.6456,1.6882,1.7293,1.7688,1.8064,1.842,1.8753,1.9063,1.9348,1.9606,1.9836,2.0037,2.0209,2.035,2.0461,2.054,2.0587,2.0603,2.0587,2.054,2.0462,2.0352,2.0213,2.0045,1.9848,1.9624,1.9375,1.91,1.8803,1.8484,1.8146,1.779,1.7419,1.7035,1.664,1.6237,1.5829,1.5418,1.5008,1.4602,1.4203,1.3815,1.3441,1.3085,1.2751,1.2443,1.2166,1.1923,1.1719,1.156,1.1449,1.1393,1.1395,1.1461,1.1598,1.1809,1.2102,1.2481,1.2954,1.3526,1.4203,1.4992,1.5901,1.6934,1.81,1.9405
